Timestamp | Frame | ClassID | ClassName | Confidence | BBox Coordinates (xmin,ymin,xmax,ymax)
0:00:17    | 1031   | 2        | car        | 0.8151 | [1.3,633.0,309.4,1016.0]
0:00:17    | 1031   | 2        | car        | 0.5264 | [227.0,368.6,403.7,450.3]
0:00:17    | 1032   | 2        | car        | 0.8473 | [667.2,433.0,1605.5,1255.7]
0:00:17    | 1032   | 2        | car        | 0.8212 | [1.4,636.9,299.7,1016.6]
0:00:17    | 1032   | 2        | car        | 0.5142 | [226.9,369.0,403.0,450.2]
0:00:17    | 1033   | 2        | car        | 0.8438 | [666.9,433.6,1609.0,1257.3]
0:00:17    | 1033   | 2        | car        | 0.5816 | [0.0,641.4,288.1,1026.6]
0:00:17    | 1033   | 2        | car        | 0.4745 | [227.5,369.0,402.0,449.5]
0:00:17    | 1034   | 2        | car        | 0.8537 | [666.1,434.0,1601.3,1259.4]
0:00:17    | 1034   | 2        | car        | 0.8027 | [0.0,646.1,270.6,1022.0]
0:00:17    | 1034   | 2        | car        | 0.4834 | [227.4,368.6,402.1,449.3]
0:00:17    | 1035   | 2        | car        | 0.8376 | [666.7,433.4,1604.2,1261.8]
0:00:17    | 1035   | 2        | car        | 0.7540 | [0.0,647.0,274.8,1020.1]
0:00:17    | 1035   | 2        | car        | 0.5037 | [227.2,367.8,402.7,449.4]
0:00:17    | 1036   | 2        | car        | 0.8415 | [666.7,434.3,1603.3,1259.8]
0:00:17    | 1036   | 2        | car        | 0.7604 | [0.9,642.8,238.7,1023.5]
0:00:17    | 1036   | 2        | car        | 0.5342 | [227.2,366.8,402.9,449.5]
0:00:17    | 1037   | 2        | car        | 0.8508 | [667.4,433.6,1607.0,1258.2]
0:00:17    | 1037   | 2        | car        | 0.8095 | [0.0,650.9,223.3,1035.5]
0:00:17    | 1037   | 2        | car        | 0.5278 | [227.3,367.1,402.3,449.6]
0:00:17    | 1038   | 2        | car        | 0.8519 | [667.4,433.0,1600.0,1258.8]
0:00:17    | 1038   | 2        | car        | 0.8268 | [0.0,666.8,209.9,1045.2]
0:00:17    | 1038   | 2        | car        | 0.5039 | [227.5,367.7,401.4,449.4]
0:00:17    | 1039   | 2        | car        | 0.8448 | [1.5,673.7,193.6,1064.1]
0:00:17    | 1039   | 2        | car        | 0.8422 | [670.0,433.2,1601.2,1256.2]
0:00:17    | 1039   | 2        | car        | 0.4842 | [227.6,368.0,400.7,449.1]
0:00:17    | 1040   | 2        | car        | 0.8781 | [1.3,677.2,179.2,1063.8]
0:00:17    | 1040   | 2        | car        | 0.8560 | [668.9,432.5,1599.4,1256.8]
0:00:17    | 1040   | 2        | car        | 0.5068 | [227.3,368.0,400.5,449.1]
0:00:17    | 1041   | 2        | car        | 0.8603 | [668.6,432.8,1602.9,1257.8]
0:00:17    | 1041   | 2        | car        | 0.8518 | [0.2,691.4,165.2,1068.1]
0:00:17    | 1041   | 2        | car        | 0.5227 | [227.7,368.1,400.5,449.3]
0:00:17    | 1042   | 2        | car        | 0.8538 | [669.1,432.3,1606.6,1257.6]
0:00:17    | 1042   | 2        | car        | 0.8150 | [0.1,695.0,150.3,1069.4]
0:00:17    | 1042   | 2        | car        | 0.5305 | [227.6,368.3,400.9,449.5]
0:00:17    | 1043   | 2        | car        | 0.8507 | [667.3,432.0,1606.4,1258.9]
0:00:17    | 1043   | 2        | car        | 0.7098 | [0.2,695.2,138.4,1080.2]
0:00:17    | 1043   | 2        | car        | 0.5320 | [227.2,368.1,399.9,449.3]
0:00:17    | 1044   | 2        | car        | 0.8562 | [666.6,432.9,1602.0,1256.2]
0:00:17    | 1044   | 2        | car        | 0.6986 | [0.5,707.4,116.5,1032.1]
0:00:17    | 1044   | 2        | car        | 0.5539 | [227.2,367.4,400.7,449.5]
0:00:17    | 1045   | 2        | car        | 0.8481 | [667.7,433.7,1607.5,1254.8]
0:00:17    | 1045   | 2        | car        | 0.4485 | [227.7,368.2,400.1,449.1]
0:00:17    | 1046   | 2        | car        | 0.8432 | [668.0,433.6,1607.4,1254.1]
0:00:17    | 1046   | 2        | car        | 0.4421 | [227.3,366.7,400.9,449.1]
0:00:17    | 1047   | 2        | car        | 0.8205 | [671.4,432.1,1609.9,1253.9]
0:00:17    | 1048   | 2        | car        | 0.6390 | [731.3,434.6,1602.8,1255.0]
0:00:17    | 1049   | 2        | car        | 0.6434 | [917.7,431.0,1620.7,1263.6]
0:00:17    | 1052   | 2        | car        | 0.7483 | [668.6,429.3,1541.6,1253.2]
0:00:17    | 1053   | 2        | car        | 0.8389 | [667.0,433.5,1575.7,1256.3]
0:00:17    | 1054   | 2        | car        | 0.8760 | [669.8,435.0,1582.4,1250.9]
0:00:17    | 1055   | 2        | car        | 0.8864 | [668.8,435.6,1583.4,1251.9]
0:00:17    | 1056   | 2        | car        | 0.8858 | [669.3,437.0,1584.7,1247.6]
0:00:17    | 1057   | 2        | car        | 0.8859 | [668.9,436.2,1587.8,1254.3]
0:00:17    | 1058   | 2        | car        | 0.8808 | [667.8,436.1,1585.5,1255.7]
0:00:17    | 1059   | 2        | car        | 0.8832 | [667.3,435.6,1591.0,1256.0]
0:00:17    | 1060   | 2        | car        | 0.8798 | [667.7,434.3,1585.1,1256.6]
0:00:17    | 1061   | 2        | car        | 0.8854 | [667.7,433.1,1578.3,1256.5]
0:00:17    | 1062   | 2        | car        | 0.8848 | [667.6,432.0,1582.0,1256.8]
0:00:17    | 1063   | 2        | car        | 0.8688 | [666.6,431.3,1587.2,1255.7]
0:00:17    | 1064   | 2        | car        | 0.8651 | [667.0,432.0,1579.3,1256.2]
0:00:17    | 1065   | 2        | car        | 0.8682 | [667.8,430.4,1568.0,1257.0]
0:00:17    | 1066   | 2        | car        | 0.8674 | [668.3,429.5,1549.4,1255.5]
0:00:17    | 1067   | 2        | car        | 0.8758 | [667.3,429.0,1543.1,1256.0]
0:00:17    | 1068   | 2        | car        | 0.8772 | [666.9,430.4,1537.5,1256.3]
0:00:17    | 1069   | 2        | car        | 0.8749 | [666.9,429.9,1537.1,1255.2]
0:00:17    | 1070   | 2        | car        | 0.8642 | [667.6,429.5,1539.1,1256.3]
0:00:17    | 1071   | 2        | car        | 0.8695 | [666.9,429.0,1540.3,1256.5]
0:00:17    | 1072   | 2        | car        | 0.8808 | [666.9,430.3,1540.0,1256.5]
0:00:17    | 1073   | 2        | car        | 0.8654 | [666.3,428.9,1536.1,1255.0]
0:00:17    | 1074   | 2        | car        | 0.8631 | [665.3,430.0,1537.9,1255.3]
0:00:17    | 1075   | 2        | car        | 0.8686 | [665.8,429.4,1533.6,1254.5]
0:00:17    | 1076   | 2        | car        | 0.8845 | [665.9,431.6,1535.8,1254.8]
0:00:17    | 1077   | 2        | car        | 0.8579 | [662.7,429.5,1535.1,1258.8]
0:00:17    | 1078   | 2        | car        | 0.8538 | [660.8,429.1,1532.7,1261.1]
0:00:17    | 1079   | 2        | car        | 0.8390 | [661.4,429.0,1530.2,1262.0]
0:00:18    | 1080   | 2        | car        | 0.8444 | [660.2,431.0,1534.1,1258.1]
0:00:18    | 1081   | 2        | car        | 0.8602 | [660.2,433.7,1541.4,1262.8]
0:00:18    | 1082   | 2        | car        | 0.8690 | [660.6,434.8,1540.3,1267.8]
0:00:18    | 1083   | 2        | car        | 0.8672 | [655.5,429.7,1542.7,1268.7]
0:00:18    | 1084   | 2        | car        | 0.8681 | [654.2,430.4,1544.1,1272.5]
0:00:18    | 1085   | 2        | car        | 0.8458 | [654.1,430.8,1542.5,1268.0]
0:00:18    | 1086   | 2        | car        | 0.8552 | [651.3,431.0,1540.7,1276.2]
0:00:18    | 1087   | 2        | car        | 0.8541 | [649.0,431.4,1539.2,1272.1]
0:00:18    | 1088   | 2        | car        | 0.8641 | [643.5,431.0,1539.0,1270.9]
0:00:18    | 1089   | 2        | car        | 0.8244 | [639.7,429.3,1540.0,1280.8]
0:00:18    | 1090   | 2        | car        | 0.7556 | [633.7,428.2,1535.1,1288.3]
0:00:18    | 1091   | 2        | car        | 0.8424 | [629.9,430.4,1536.2,1287.1]
0:00:18    | 1092   | 2        | car        | 0.8547 | [626.6,430.5,1538.0,1290.7]
0:00:18    | 1093   | 2        | car        | 0.7852 | [618.9,429.0,1538.5,1289.2]
0:00:18    | 1094   | 2        | car        | 0.7510 | [617.8,430.7,1536.2,1303.9]
0:00:18    | 1095   | 2        | car        | 0.7908 | [619.6,427.9,1523.3,1322.0]
0:00:18    | 1096   | 2        | car        | 0.7481 | [614.8,429.6,1522.7,1321.4]
0:00:18    | 1097   | 2        | car        | 0.7216 | [608.4,429.0,1522.9,1326.0]
0:00:18    | 1098   | 2        | car        | 0.6339 | [599.0,428.5,1523.5,1330.8]
0:00:18    | 1099   | 2        | car        | 0.6854 | [592.1,427.0,1519.7,1345.5]
0:00:18    | 1100   | 2        | car        | 0.4686 | [579.9,441.3,1528.1,1348.8]
0:00:18    | 1101   | 2        | car        | 0.5802 | [578.0,436.9,1532.2,1360.8]
0:00:18    | 1102   | 2        | car        | 0.7165 | [569.9,437.1,1530.3,1366.5]
